text,label
"365 (14-DQ0040NR, SNOWFLAKE WHITE)Options:",1
3 capacities3 capacities,1
"3.9 out of 5 stars1,491",1
2K+ bought in past month,1
$188.51$188.51,1
"List: $209.99$209.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
$118.55(86 used & new offers),1
"HP PORTABLE LAPTOP, STUDENT AND BUSINESS, 14"" HD DISPLAY, INTEL QUAD-CORE N4120,",1
"16GB DDR4 RAM, 64GB EMMC, 1 YEAR OFFICE 365, WEBCAM, RJ-45, HDMI, WI-FI, WINDOWS",1
"11 HOME, SILVEROptions:",1
3 capacities3 capacities,1
"4.1 out of 5 stars1,104",1
500+ bought in past month,1
"$223.76$223.76Delivery Tue, Jul 23",1
Ships to Sri Lanka,1
Only 2 left in stock - order soon.,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
$159.99(34 used & new offers),1
"+1LENOVO NEWEST 15.6"" LAPTOP, INTEL PENTIUM 4-CORE PROCESSOR, 15.6"" FHD ANTI-GLARE",1
"DISPLAY, ETHERNET PORT, HDMI, USB-C, WIFI & BLUETOOTH, WEBCAM (WINDOWS 11 HOME,",1
40GB RAM | 1TB SSD)Options:,1
7 capacities7 capacities,1
4.2 out of 5 stars67,1
400+ bought in past month,1
"$599.99$599.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
"$374.99(3 used & new offers)HP 15.6"" PORTABLE LAPTOP (INCLUDE 1 YEAR MICROSOFT 365), HD DISPLAY, INTEL",1
"QUAD-CORE N200 PROCESSOR, 16GB RAM, 128GB STORAGE, WI-FI 5, WEBCAM, HDMI,",1
"NUMERIC KEYPAD, WINDOWS 11 HOME, REDOptions:",1
3 capacities3 capacities,1
4.2 out of 5 stars564,1
500+ bought in past month,1
"$296.00$296.00Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Only 7 left in stock - order soon.,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
$249.99(34 used & new offers),1
"+1 colors/patternsJUMPER 15.6"" LAPTOP, 12GB DDR4 RAM 256GB SSD, QUAD-CORE N5095 PROCESSOR(UP TO",1
"2.9GHZ), 1080P FHD IPS SCREEN, 38WH BATTERY, DUAL STEREO SPEAKERS, UHD GRAPHICS",1
"450MHZ, TYPE-C, USB3.0, NUMERIC KEYPAD.4.4 out of 5 stars60",1
300+ bought in past month,1
$259.99$259.99,1
"Typical: $499.99$499.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
"RemoveHP STREAM 14"" HD BRIGHTVIEW LAPTOP, INTEL CELERON N4120, 16GB RAM, 288GB STORAGE",1
"(128GB EMMC + 160GB DOCKING STATION SET), INTEL UHD GRAPHICS, 720P WEBCAM,",1
"WI-FI, 1 YEAR OFFICE 365, WIN 11 S, GOLDOptions:",1
4 capacities4 capacities,1
"4.4 out of 5 stars1,805",1
500+ bought in past month,1
"$309.00$309.00Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
"LENOVO IDEAPAD 1 14 LAPTOP, 14.0"" HD DISPLAY, INTEL CELERON N4020, 4GB RAM, 64GB",1
"STORAGE, INTEL UHD GRAPHICS 600, WIN 10 IN S MODE, ICE BLUE4.2 out of 5 stars1,781",1
100+ bought in past month,1
$168.99$168.99,1
"List: $299.99$299.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
"$153.00(19 used & new offers)HP NOTEBOOK LAPTOP, 15.6"" HD TOUCHSCREEN, INTEL CORE I3-1115G4 PROCESSOR, 32GB",1
"RAM, 1TB PCIE SSD, WEBCAM, TYPE-C, HDMI, SD CARD READER, WI-FI, WINDOWS 11 HOME,",1
SILVEROptions:,1
9 capacities9 capacities,1
"4.2 out of 5 stars1,221",1
1K+ bought in past month,1
"$436.77$436.77Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
$368.00(97 used & new offers)SponsoredSponsored,1
You’re seeing this ad based on the product’s relevance to your search query.,1
Leave ad feedback,1
AOC LAPTOP COMPUTER 16GB RAM 512GB SSD GAMING LAPTOPS 15.6 INCH FHD SCREEN,1
"PREMIUM LAPTOP (UP TO 3.6GHZ) WINDOWS 11 LAPTOP COMPUTER, LIGHT&THIN, METAL",1
"SHELL, WEBCAM, TYPE-C, USB3.2, GREY5.0 out of 5 stars5",1
"$1,299.99$1,299.9950% coupon applied at checkoutSave 50% with coupon",1
"Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
"RemoveDELL INSPIRON 15 3000 3520 BUSINESS LAPTOP COMPUTER[WINDOWS 11 PRO], 15.6'' FHD",1
"TOUCHSCREEN, 11TH GEN INTEL QUAD-CORE I5-1135G7, 16GB RAM, 1TB PCIE SSD, NUMERIC",1
"KEYPAD, WI-FI, WEBCAM, HDMI, BLACK4.1 out of 5 stars96",1
500+ bought in past month,1
"$513.11$513.11Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
"$400.00(44 used & new offers)HP NEWEST 15.6"" FHD ESSENTIAL BUSINESS LAPTOP, INTEL CORE I5-1135G7 PROCESSOR,",1
"32GB RAM, 1TB STORAGE, INTEL IRIS XE GRAPHICS, SD CARD READER, HDMI, ETHERNET,",1
"WEBCAM, USB-C, WINDOWS 11 PROOptions:",1
4 capacities4 capacities,1
4.3 out of 5 stars37,1
500+ bought in past month,1
"$649.99$649.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
"$509.99(3 used & new offers)LENOVO IDEAPAD 1 LAPTOP, 15.6” FHD DISPLAY, AMD RYZEN 5 5500U, 8GB RAM, 512GB",1
"SSD, WINDOWS 11 HOME, 720P CAMERA W/PRIVACY SHUTTER, SMART NOISE CANCELLING,",1
CLOUD GREY4.3 out of 5 stars221,1
1K+ bought in past month,1
$329.99$329.99Amazon Music offer with this purchase,1
"Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
"$290.00(30 used & new offers)HP NEWEST PAVILION 15.6"" HD TOUCHSCREEN ANTI-GLARE LAPTOP, 16GB RAM, 1TB SSD",1
"STORAGE, INTEL CORE PROCESSOR UP TO 4.1GHZ, UP TO 11 HOURS LONG BATTERY LIFE,",1
"TYPE-C, HDMI, WINDOWS 11 HOME, SILVER4.2 out of 5 stars556",1
500+ bought in past month,1
"$419.00$419.00Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
$259.99(84 used & new offers)SponsoredSponsored,1
You’re seeing this ad based on the product’s relevance to your search query.,1
Leave ad feedback,1
"HP LAPTOP, 17.3"" FHD BUSINESS AND STUDENT LAPTOP COMPUTER, WINDOWS 11 PRO LAPTOP",1
"32GB RAM 1TB SSD, INTEL CORE I3-1215U PROCESSOR, FULLSIZE KEYBOARD, BUNDLED",1
"WIRELESS EARPHONES, SILVEROptions:",1
3 capacities3 capacities,1
$699.99$699.99$60.00 coupon applied at checkoutSave $60.00 with coupon,1
"Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
"RemoveLENOVO NEWEST 15.6"" FHD LAPTOP, INTEL PENTIUM N6000 QUAD-CORE PROCESSOR, 16GB",1
"MEMORY, 1TB SSD STORAGE, ETHERNET PORT, HDMI, USB-C, WIFI & BLUETOOTH, WINDOWS",1
"11 HOME, WOWPC USB BUNDLE4.4 out of 5 stars74",1
300+ bought in past month,1
$389.98$389.98,1
"List: $429.00$429.00Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Only 4 left in stock - order soon.,1
Add to cart,1
-,1
Remove,1
More Buying Choices,1
$329.99(4 used & new offers)SponsoredSponsored,1
You’re seeing this ad based on the product’s relevance to your search query.,1
Leave ad feedback,1
"TRUECABLE CAT6 OUTDOOR, UNSHIELDED UTP, 500FT, UV RESISTANT, AERIAL CMX RATED,",1
"BLACK, 23AWG SOLID BARE COPPER, 550MHZ, POE++ (4PPOE), ETL LISTED, BULK ETHERNET",1
CABLE4.8 out of 5 stars10,1
"$153.99$153.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Small BusinessSmall Business,1
Shop products from small business brands sold in Amazon’s store. Discover more,1
about the small businesses partnering with Amazon and Amazon’s commitment to,1
empowering them. Learn more,1
Add to cart,1
-,1
RemoveSponsoredSponsored,1
You’re seeing this ad based on the product’s relevance to your search query.,1
Leave ad feedback,1
230W LAPTOP CHARGER FOR RAZER BLADE: RC30-0248 LAPTOP AC ADAPTER POWER SUPPLY,1
FOR RAZER BLADE PRO 17 4K LAPTOP AND RAZER BLADE 15 BASE ADVANCED 2019 GTX1060,1
"GTX1070 RTX2070 RTX2080 19.5V 11.8A$99.99$99.99Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,1
RemoveSponsoredSponsored,1
You’re seeing this ad based on the product’s relevance to your search query.,1
Leave ad feedback,1
300W LEGION CHARGER FIT FOR LENOVO LEGION R9000P R9000K Y9000K Y9000X LEGION 5,1
5I PRO 7 C7 S7 Y540 Y545 ADL300SDC3A 20V 15A GAMING LAPTOP POWER ADAPTER (300W)5.0 out of 5 stars3,1
"$58.00$58.00Delivery Mon, Jul 22",1
Ships to Sri Lanka,1
Add to cart,1
-,0
RemoveDebug info copied.,0
Group 5 Created with Sketch.Sponsored,0
"13 IN 1 LAPTOP USB C DOCKING STATION, 10GBPS USB C HUB WITH 2*USB A 3.2&1 USB C",0
"3.2 DATA PORT, 2*USB 2.0, 4K HDMI, VGA, 100W PD CHARGING, RJ45, SD/TF/MS, 3.5MM",0
AUDIO FOR MACBOOK(USB 3.2 PORT)4.4 out of 5 stars69,0
50+ bought in past month,0
"$39.99$39.99Delivery Mon, Jul 22",0
Related searches,0
laptop,0
laptops on sale,0
laptop on sale clearance,0
gaming laptop,0
macbook,0
laptop for college student,0
Previous123...20Next--------------------------------------------------------------------------------Brands related to your search,0
SponsoredIncredibly fast & smart. All-day battery life.Incredibly fast & smart. All-day,0
battery life.,0
World's best all-in-one computer.World's best all-in-one computer.,0
All-in-one for family fun,0
Need help?,0
Visit the help section or contact us,0
Go back to filtering menu,0
Skip to main search resultsPopular Shopping Ideas,0
Portable Touchscreen Work Business,0
Student,0
Home,0
Convertible,0
Linux,0
Expandable,0
WindowSee more--------------------------------------------------------------------------------Department,0
Laptop Computers Traditional Laptop Computers 2 in 1 Laptop ComputersLaptop Display Size17 Inches & Above16 to 16.9 Inches15 to 15.9 Inches14 to 14.9 Inches13 to 13.9 Inches12 to 12.9 Inches11 to 11.9 Inches11 Inches & UnderCustomer Reviews,0
4 Stars & Up & UpBrandsHPLenovoacerDellASUSAppleSAMSUNGMicrosoftMSIjumperLGSGINACEMAGICAlienwareGIGABYTEist computersRazerIntelOemgenuineCHUWIFusion5ToughbookBmaxApoloSignHP TunersTECLASTSee moreAll Top BrandsTop BrandsPrice,0
"$6 – $17,800+",0
Go,0
Deals & Discounts,0
All Discounts Today's DealsCondition,0
New Renewed UsedNotebook Computer Ram Memory Size2 GB4 GB8 GB16 GB32 GB64 GBHard Disk Size4 TB & Above3 TB2 TB1.5 TB1 TB501 to 999 GB321 to 500 GB121 to 320 GBUp to 80 GBComputer Operating SystemWindows 11 HomeWindows 11 ProWindows 11 in S modeWindows 10 HomeWindows 10 ProWindows 10 in S modeWindows Legacy SystemMac OSChrome OSLinuxComputer Processor TypeAMD A-SeriesAMD A10AMD A4AMD A6AMD A8AMD AthlonAMD E-SeriesAMD Ryzen 3AMD Ryzen 5AMD Ryzen 7AMD Ryzen 9Intel AtomIntel CeleronIntel Core 2 DuoIntel Core 2 QuadIntel Core MIntel Core i3Intel Core i5Intel Core i7Intel Core i9Intel PentiumIntel XeonSee moreLaptop CPU ManufacturerAMDAppleARMIntelMediaTekQualcommCPU Processor Speed1 to 1.59 GHz1.60 to 1.79 GHz1.80 to 1.99 GHz2.00 to 2.49 GHz2.50 to 2.99 GHz3.00 to 3.49 GHz3.50 to 3.99 GHz4.0 GHz & AbovePersonal Electronics Wireless Connectivity TypeBluetoothNFCWi-FiComputer Processor Count123456810121416202432See moreNotebook Computer Connectivity TechnologyBluetoothEthernetHDMIUSBWi-FiSpecial FeaturesAnti Glare CoatingBacklit KeyboardFingerprint ReaderHD AudioMemory Card SlotNumeric KeypadSupport StylusLightweightTrackPointSee moreHuman Interface InputTouch BarTouch PadTouchscreenTouchscreen with Stylus SupportGraphics CoprocessorIntel Iris Xe GraphicsNVIDIA GeForce GTX 1650NVIDIA GeForce GTX 1650 TiNVIDIA GeForce GTX 1660TiNVIDIA GeForce RTX 2060NVIDIA GeForce RTX 2080NVIDIA GeForce RTX 3050NVIDIA GeForce RTX 3050 TiNVIDIA GeForce RTX 3060NVIDIA GeForce RTX 3070NVIDIA GeForce RTX 3070 TiNVIDIA GeForce RTX 3080NVIDIA GeForce RTX 3080 TiAMD Radeon 680MAMD Radeon R5AMD Radeon RX Vega 10AMD Radeon RX Vega 8AMD Radeon Vega 3AMD Radeon Vega 6AMD Radeon Vega 8Intel HD Graphics 3000Intel HD Graphics 400Intel HD Graphics 4000Intel HD Graphics 4400Intel HD Graphics 500Intel HD Graphics 520Intel HD Graphics 5500Intel HD Graphics 605Intel HD Graphics 620Intel Iris PlusIntel UHD GraphicsIntel UHD Graphics 600Intel UHD Graphics 605Intel UHD Graphics 620NVIDIA GeForce GTX 1050 TiNVIDIA GeForce GTX 1060NVIDIA GeForce GTX 1080NVIDIA GeForce MX250NVIDIA GeForce MX550NVIDIA GeForce RTX 2050See moreLaptop UsageBusinessDeveloperEntertainmentGamingStudentResolution1080i1080p4K720pNumber of Laptop USB 3.0 Ports5 or More4321NoneLaptop Battery LifeUp to 4 Hours5 to 7 Hours8 to 10 Hours11 Hours & UpLaptop Computer WeightUp to 3 Pounds3 to 3.9 Pounds4 to 4.9 Pounds5 to 5.9 Pounds6 to 6.9 Pounds7 to 7.9 Pounds8 Pounds & AboveLaptop Dedicated Graphics MemoryUp to 1 GB2 to 3 GB4 to 5 GB6 to 7 GB8 GB & AboveDisplay TypeAmoledLCDLEDOLEDLaptop Flash Memory Capacity500 GB & Above250 to 499 GB120 to 249 GB64 to 119 GB32 to 63 GB8 to 16 GB7 GB & UnderNotebook Computer RAM Memory TechnologyDDR2DDR3DDR4DDR5LPDDR3LPDDR4LPDDR4XLPDDR5Notebook Computer Hardware Interface3.5mm Audio802.11 ac/b/g/nATABluetoothBluetooth 4.0Bluetooth 5CD-RWDVD-RWDisplayPortEthernetHDMIHeadphoneLightningMedia CardMicro-HDMIMicroSDMini-DisplayPortMultimedia CardPCIPCI Express x4SDHCSDXCSecure Digital CardSerial InterfaceSim CardSolid State DriveThunderboltThunderbolt 4TransFlashUSBUSB 2.0 Type AUSB 3.0 Type AUSB 3.0 Type CUSB 3.1 Type AUSB 3.1 Type CUSB 3.2 Gen 1USB 3.2 Gen 2USB 3.2 Gen 2×2VGAmini HDMISee moreLaptop Computer Hard Disk DescriptionEmmcHDDSSDSSHDLaptop Computer Refresh RateUp to 58.9 Hz59 to 89.9 Hz90 to 120.9 Hz121 Hz & aboveLaptop Computer Video OutputDisplayPortHDMIVGAWi-Fi GenerationWi-Fi 4Wi-Fi 5Wi-Fi 6Wi-Fi 6EWi-Fi 7Display Resolution Maximum1366x7681600x7681600x9001920x10801920x12001920x12802160x14402240x14002560x14402560x16002880x18003000x20003072x19203456x21603456x22343840x21603840x2400See moreComputer Graphics Card TypeDedicatedIntegratedBusiness TypeSmall Business,0
Your recently viewed items and featured recommendations,0
›,0
View or edit your browsing history,0
"After viewing product detail pages, look here to find an easy way to navigate",0
back to pages you are interested in.,0
Your recently viewed items and featured recommendations,0
›,0
View or edit your browsing history,0
"After viewing product detail pages, look here to find an easy way to navigate",0
back to pages you are interested in.Back to top,0
Get to Know Us,0
 * Careers,0
 * Blog,0
 * About Amazon,0
 * Investor Relations,0
 * Amazon Devices,0
 * Amazon Science,0
Make Money with Us,0
 * Sell products on Amazon,0
 * Sell on Amazon Business,0
 * Sell apps on Amazon,0
 * Become an Affiliate,0
 * Advertise Your Products,0
 * Self-Publish with Us,0
 * Host an Amazon Hub,0
 * ›See More Make Money with Us,0
Amazon Payment Products,0
 * Amazon Business Card,0
 * Shop with Points,0
 * Reload Your Balance,0
 * Amazon Currency Converter,0
Let Us Help You,0
 * Amazon and COVID-19,0
 * Your Account,0
 * Your Orders,0
 * Shipping Rates & Policies,0
 * Returns & Replacements,0
 * Manage Your Content and Devices,0
 * HelpEnglish $USD - U.S. Dollar United StatesAmazon Music,0
Stream millions,0
of songs Amazon Ads,0
Reach customers,0
wherever they,0
spend their time 6pm,0
Score deals,0
on fashion brands AbeBooks,0
"Books, art",0
& collectibles ACX,0
Audiobook Publishing,0
Made Easy Sell on Amazon,0
Start a Selling Account Amazon Business,0
Everything For,0
Your Business   AmazonGlobal,0
Ship Orders,0
Internationally Home Services,0
Experienced Pros,0
Happiness Guarantee Amazon Web Services,0
Scalable Cloud,0
Computing Services Audible,0
Listen to Books & Original,0
Audio Performances Box Office Mojo,0
Find Movie,0
Box Office Data Goodreads,0
Book reviews,0
& recommendations IMDb,0
"Movies, TV",0
& Celebrities   IMDbPro,0
Get Info Entertainment,0
Professionals Need Kindle Direct Publishing,0
Indie Digital & Print Publishing,0
Made Easy Prime Video Direct,0
Video Distribution,0
Made Easy Shopbop,0
Designer,0
Fashion Brands Woot!,0
Deals and,0
Shenanigans Zappos,0
Shoes &,0
Clothing Ring,0
Smart Home,0
Security Systems     eero WiFi,0
Stream 4K Video,0
in Every Room Blink,0
Smart Security,0
for Every Home Neighbors App,0
Real-Time Crime,0
& Safety Alerts Amazon Subscription Boxes,0
Top subscription boxes – right to your door PillPack,0
Pharmacy Simplified   * Conditions of Use,0
 * Privacy Notice,0
 * Consumer Health Data Privacy Disclosure,0
 * Your Ads Privacy Choices,0
" * © 1996-2024, Amazon.com, Inc. or its affiliates",0
